web-scraper-order,web-scraper-start-url,single,single-href,title,price,number of reviews,rating,description,product description,ASIN,manufacturer
"1688575989-42","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","MI Business Casual 21L Water Resistant Laptop Backpack","https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-269","","","","₹2,033.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 44 x 32 x 16 cm; 500 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 18 March 2020                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0862V2GKH            Item model number
                                    ‏
                                        :
                                    ‎
                                 Business Casual            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts, Korrun India Pvt. Lts., Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka            Importer
                                    ‏
                                        :
                                    ‎
                                 Xiaomi Technology India Private Limited, Building Orchid. Block E, Embassy Tech Village, Marathahalli Outer Ring Road, Devarabisanahalli, Bengaluru 560103            Item Weight
                                    ‏
                                        :
                                    ‎
                                 500 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 44 x 32 x 16 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Backpack            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Backpack","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0862V2GKH","›"
"1688575994-43","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Priority ARC 56 cm Red Polyester 2 Wheel Duffle Trolley Bag | Travel Luggage for Men & Women","https://www.amazon.in/Priority-ARC-Red-Polyester-Trolley/dp/B08HHD4T6W/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-266","","","","₹1,889.96","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 55.9 x 29.2 x 31.8 cm; 1.22 Kilograms            Date First Available
                                    ‏
                                        :
                                    ‎
                                 4 September 2020                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 High Spirit Commercial Ventures Pvt Ltd. Contact No.: 7700910835            ASIN
                                    ‏
                                        :
                                    ‎
                                 B08HHD4T6W            Item model number
                                    ‏
                                        :
                                    ‎
                                 ARC 22"" Red            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 High Spirit Commercial Ventures Pvt Ltd. Contact No.: 7700910835, High Spirit Commercial Ventures Pvt Ltd. Contact no . : 7700910835            Packer
                                    ‏
                                        :
                                    ‎
                                 7700910835            Importer
                                    ‏
                                        :
                                    ‎
                                 Usman            Item Weight
                                    ‏
                                        :
                                    ‎
                                 1 kg 220 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 55.9 x 29.2 x 31.8 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 unit            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Travel Duffle","Priority duffle bag uses high density fabric materials to devise bags in lightweight, durable and fashionable style. We use highest quality fabric that's water resistant. The inner lining fabric is ensured to have a soft touch feel with high quality zipper. The long adjustable shoulder strap increases the ease on your shoulders. With this unisex duffle bag, you can pack all your belongings using the multiple compartments and pockets. Travel comfortably and fashionably with our #made in India bag.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B08HHD4T6W","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 High Spirit Commercial Ventures Pvt Ltd. Contact No.: 7700910835, High Spirit Commercial Ventures Pvt Ltd. Contact no . : 7700910835"
"1688575999-44","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","The Purple Tree Women's Tote Bag (TBAG00274_Multicolored)","https://www.amazon.in/Purple-Tree-Canvas-Tote-Women/dp/B07PH2RCPS/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-265","","","","₹1,197.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 38.1 x 40.64 x 5.08 cm; 240 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 8 March 2019                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 the purple tree                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B07PH2RCPS            Item part number
                                    ‏
                                        :
                                    ‎
                                 TBAG00274            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 Women            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 the purple tree            Item Weight
                                    ‏
                                        :
                                    ‎
                                 240 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 38.1 x 40.6 x 5.1 Centimeters            Included Components
                                    ‏
                                        :
                                    ‎
                                 Tote Bag","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B07PH2RCPS","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 the purple tree"
"1688576004-45","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent","https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-264","","","","₹824.00","Package Dimensions
                                    ‏
                                        :
                                    ‎
                                 33.9 x 6.1 x 3.5 cm; 120 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 11 February 2022                                                 ASIN
                                    ‏
                                        :
                                    ‎
                                 B09SB42QFQ            Item model number
                                    ‏
                                        :
                                    ‎
                                 Draw String Bag 30x40 set of 5            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Item Weight
                                    ‏
                                        :
                                    ‎
                                 120 g","","Item model number
                                    ‏
                                        :
                                    ‎
                                 Draw String Bag 30x40 set of 5",""
"1688576009-46","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","F Gear Burner Grey Black 19 Ltrs Casual Backpack (2449)","https://www.amazon.in/F-Gear-Burner-Grey-Black-Backpack/dp/B01GVN0KJ0/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-263","","","","₹1,447.20","Is Discontinued By Manufacturer
                                    ‏
                                        :
                                    ‎
                                 No            Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 31 x 16 x 46 cm; 400 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 September 2015                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Uber Fashion Merchandise Pvt. Ltd.            ASIN
                                    ‏
                                        :
                                    ‎
                                 B01GVN0KJ0            Item model number
                                    ‏
                                        :
                                    ‎
                                 Uber015            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590            Packer
                                    ‏
                                        :
                                    ‎
                                 Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 561658            Item Weight
                                    ‏
                                        :
                                    ‎
                                 400 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 31 x 16 x 46 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Backpack            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Casual Backpack","A super-slim design, trendy looks and durable construction - this Burner 26 L backpack from F Gear has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this small backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring four pockets and two main compartments, all with reverse speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the F Gear promise of quality. Every design invented by us is made to gear you up for a smooth travel experience.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Uber Fashion Merchandise Pvt. Ltd.","Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult"
"1688576014-47","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","SNDIA Set of 4 Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Makeup Bag Cosmetic Pouch for Women, Shaving Kit Toiletry Bag for Men (WPBG Lining Pouch, 22.5 x 12 x 10 cm)","https://www.amazon.in/SNDIA-Multipurpose-Transparent-Toiletry-Cosmetic/dp/B0BJK7WWBR/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-262","","","","₹1,323.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 22 x 12 x 10 cm; 200 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 17 October 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SNDIA            ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJK7WWBR            Item part number
                                    ‏
                                        :
                                    ‎
                                 SN 4Set Trans PU WPBG lining pouch            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SNDIA            Item Weight
                                    ‏
                                        :
                                    ‎
                                 200 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 22 x 12 x 10 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 4 count","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJK7WWBR","Item Weight
                                    ‏
                                        :
                                    ‎
                                 200 g"
"1688576019-48","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey)","https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-261","","","","₹49,308.00","","ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.","","›"
"1688576024-49","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ARCTIC HUNTER 15.6"" Laptop Bag (Flair) Anti-Theft Built-in Combination Lock, Side Bottle Pockets, Expandable, Waterproof for Office College Men Women","https://www.amazon.in/WALKENT-Flair-Expandable-Anti-Theft-Waterproof/dp/B09BVSNMS2/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-260","","","","₹3,177.00","","","","›"
"1688576028-50","https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","BEAUTY GIRLS 1531 Polyester Waterproof 30 L Floral Printed School, College Tuition Laptop Backpack Bag for Girls & Women","https://www.amazon.in/BEAUTY-GIRLS-1531-Pink-Waterproof-Backpack/dp/B08YR3JJ64/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1688575949&sprefix=ba%2Caps%2C283&sr=8-259","","","","₹1,922.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 30.5 x 18 x 43 cm; 350 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 March 2021                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHRI SALASAR ENTERPRISES                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B08YR3JJ64            Item part number
                                    ‏
                                        :
                                    ‎
                                 BP-1531-PINK            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 girls            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHRI SALASAR ENTERPRISES            Item Weight
                                    ‏
                                        :
                                    ‎
                                 350 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 30.5 x 18 x 43 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B08YR3JJ64","›"
"1688576035-51","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty","https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-260","","","","₹4,281.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 27 x 32 x 81 cm; 1.55 Kilograms            Date First Available
                                    ‏
                                        :
                                    ‎
                                 31 January 2020                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 TRAWOC                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0847PGZZM            Item model number
                                    ‏
                                        :
                                    ‎
                                 HK007            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695            Packer
                                    ‏
                                        :
                                    ‎
                                 Trawoc            Item Weight
                                    ‏
                                        :
                                    ‎
                                 1 kg 550 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 27 x 32 x 81 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Travel Backpack","The TRAWOC 80L backpack is perfect for any adventure! This unisex travelling bag is designed for trekking, hiking, and camping, with a premium padded shoulder strap and mesh padding for maximum comfort. The padded back panel ensures breathability during extended wear. This backpack features a premium buckle and YKK zipper for added durability, making it the perfect mountain bag or camping rucksack. The front opening provides easy access to your gear, and the integrated rain cover keeps your belongings dry during inclement weather. This large backpack is suitable for men, women, boys, and girls, and can be used as a biker backpack or riding backpack. It has a Luggage/suitcase-type opening, which makes packing and unpacking a breeze. The back padding ensures that it's comfortable to wear for long periods of time, making it perfect for touring or flight travel. The TRAWOC backpack is perfect for daypack use, with excess storage capacity and weight-bearing capacity too. It's available in a variety of colors and sizes, making it suitable for any adventure or occasion. The 1-year warranty ensures that you'll be able to enjoy your backpack for years to come. Whether you're a tourist, tourister, or outdoor enthusiast, this big bag is perfect for you. It's a must-have for anyone who loves adventure and wants to travel in style and comfort. So, get your TRAWOC backpack today and start your next adventure!","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0847PGZZM","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695"
"1688576039-52","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","MI Business Casual 21L Water Resistant Laptop Backpack","https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-259","","","","₹2,033.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 44 x 32 x 16 cm; 500 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 18 March 2020                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0862V2GKH            Item model number
                                    ‏
                                        :
                                    ‎
                                 Business Casual            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Lts, Korrun India Pvt. Lts., Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka            Importer
                                    ‏
                                        :
                                    ‎
                                 Xiaomi Technology India Private Limited, Building Orchid. Block E, Embassy Tech Village, Marathahalli Outer Ring Road, Devarabisanahalli, Bengaluru 560103            Item Weight
                                    ‏
                                        :
                                    ‎
                                 500 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 44 x 32 x 16 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Backpack            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Backpack","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0862V2GKH","›"
"1688576044-53","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Wooum Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women","https://www.amazon.in/Wooum-Travel-Business-Messenger-Shoulder/dp/B09MWGV9PR/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-258","","","","₹677.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 26 x 21 x 9 cm; 230 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 2 December 2021                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Wooum            ASIN
                                    ‏
                                        :
                                    ‎
                                 B09MWGV9PR            Item model number
                                    ‏
                                        :
                                    ‎
                                 1526            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Wooum            Item Weight
                                    ‏
                                        :
                                    ‎
                                 230 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 26 x 21 x 9 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Sling Bag","Wooum Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women","ASIN
                                    ‏
                                        :
                                    ‎
                                 B09MWGV9PR","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Wooum"
"1688576049-54","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack","https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-257","","","","₹3,397.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 18 x 28.5 x 47 cm; 517 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 14 October 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJ763F7Y            Item model number
                                    ‏
                                        :
                                    ‎
                                 LPBPKIC2TEL            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India            Packer
                                    ‏
                                        :
                                    ‎
                                 VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India            Item Weight
                                    ‏
                                        :
                                    ‎
                                 517 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 18 x 28.5 x 47 Centimeters            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Laptop Backpack","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJ763F7Y","›"
"1688576054-55","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLU_Blue)","https://www.amazon.in/Safari-Polyester-Cms-Travel-KRYPTON17DFBLU_Blue/dp/B097L2RSF1/ref=sr_1_256?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-256","","","","₹1,348.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 43.5 x 24 x 24 cm; 200 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 August 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B097L2RSF1            Item model number
                                    ‏
                                        :
                                    ‎
                                 KRYPTON17DFBLU            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 Unisex            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Packer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Importer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838            Item Weight
                                    ‏
                                        :
                                    ‎
                                 200 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 43.5 x 24 x 24 Centimeters            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Luggage- Carry-On Luggage","Carry your gyml essentials effortlessly in style. Krypton is a lightweight and durable gym duffle bag with 25L of storage capacity. It is made out of premium polyester material to suit your gym requirements. The quick access front pocket makes your travel hassle free. Adjustable shoulder straps are provided along with dual handles for easy carriage of the bag. The color of the bag stands out in crowd and circular shape makes your gym bag look trendy.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B097L2RSF1","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838"
"1688576059-56","https://www.amazon.in/s?k=bags&page=16&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","SNDIA Set of 4 Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Makeup Bag Cosmetic Pouch for Women, Shaving Kit Toiletry Bag for Men (WPBG Lining Pouch, 22.5 x 12 x 10 cm)","https://www.amazon.in/SNDIA-Multipurpose-Transparent-Toiletry-Cosmetic/dp/B0BJK7WWBR/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1688576031&sprefix=ba%2Caps%2C283&sr=8-255","","","","₹1,323.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 22 x 12 x 10 cm; 200 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 17 October 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SNDIA            ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJK7WWBR            Item part number
                                    ‏
                                        :
                                    ‎
                                 SN 4Set Trans PU WPBG lining pouch            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SNDIA            Item Weight
                                    ‏
                                        :
                                    ‎
                                 200 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 22 x 12 x 10 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 4 count","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BJK7WWBR","Item Weight
                                    ‏
                                        :
                                    ‎
                                 200 g"
